filename,width,height,class,xmin,ymin,xmax,ymax
flir_20200818T150438.jpg,640,480,head,367,198,456,315
flir_20200824T122156.jpg,480,640,head,159,106,291,269
flir_20200813T191449.jpg,1080,1440,head,174,121,365,339
flir_20200814T175732.jpg,1080,1440,head,238,77,416,284
flir_20200823T165716.jpg,1080,1440,head,882,215,991,354
flir_20200823T161454.jpg,1080,1440,head,719,15,841,203
flir_20200822T130504_035.jpg,480,640,head,233,99,293,187
flir_20200824T113917.jpg,480,640,head,149,99,314,288
flir_20200813T191534.jpg,1080,1440,head,339,322,518,583
103.jpg,960,1280,head,161,141,438,437
flir_20200818T144720.jpg,480,640,head,220,154,255,195
flir_20200818T144720.jpg,480,640,head,416,126,445,161
flir_20200826T104101.jpg,1080,1440,head,454,79,729,385
flir_20200827T145249.jpg,480,640,head,132,77,279,267
102.jpg,960,1280,head,357,240,652,569
flir_20200813T193744.jpg,1080,1440,head,491,198,669,466
flir_20200824T113949.jpg,480,640,head,107,102,293,321
flir_20200822T131727_224.jpg,480,640,head,25,48,95,130
flir_20200822T131404_161.jpg,480,640,head,367,118,424,193
flir_20200822T131727_328.jpg,480,640,head,64,52,132,127
flir_20200824T154629.jpg,640,480,head,213,85,259,135
flir_20200817T203426.jpg,480,640,head,336,6,449,137
flir_20200823T163349.jpg,1080,1440,head,348,166,494,345
flir_20200823T161821.jpg,1080,1440,head,373,200,512,365
flir_20200822T132032_275.jpg,480,640,head,209,96,248,145
flir_20200822T132032_275.jpg,480,640,head,264,93,314,150
134.jpg,480,640,head,21,336,54,381
flir_20200827T145202.jpg,480,640,head,148,82,204,141
flir_20200813T191429.jpg,1080,1440,head,280,360,526,610
flir_20200818T150215.jpg,640,480,head,208,89,235,126
flir_20200822T132845_638.jpg,480,640,head,97,234,144,306
flir_20200818T145644.jpg,480,640,head,270,77,332,147
flir_20200822T130740_06.jpg,480,640,head,343,93,403,165
flir_20200823T170129.jpg,1080,1440,head,553,277,647,415
flir_20200814T165001.jpg,1080,1440,head,610,387,763,598
flir_20200813T193741.jpg,1080,1440,head,456,341,609,513
163.jpg,480,640,head,269,138,318,200
flir_20200813T191631.jpg,1080,1440,head,385,297,632,634
flir_20200822T131404_198.jpg,480,640,head,401,107,469,180
flir_20200817T200913.jpg,640,480,head,245,63,301,131
flir_20200822T132845_483.jpg,480,640,head,85,229,177,328
flir_20200822T132845_572.jpg,480,640,head,76,85,170,197
flir_20200822T132845_572.jpg,480,640,head,386,91,475,180
84.jpg,960,1280,head,392,53,591,317
flir_20200822T132353_434.jpg,480,640,head,128,163,194,248
flir_20200823T165049.jpg,1080,1440,head,56,209,153,330
flir_20200822T132032_399.jpg,480,640,head,1,5,144,153
flir_20200813T191622.jpg,1080,1440,head,157,86,488,501
157.jpg,480,640,head,110,251,154,303
flir_20200813T191646.jpg,1080,1440,head,616,42,838,375
168.jpg,480,640,head,247,110,308,177
flir_20200825T115031.jpg,480,640,head,195,161,288,259
flir_20200826T104004.jpg,1080,1440,head,439,68,601,271
20.jpg,960,1280,head,587,435,676,535
48.jpg,960,1280,head,279,76,761,554
flir_20200823T165133.jpg,1080,1440,head,491,331,603,489
flir_20200826T104225.jpg,1080,1440,head,164,1,770,704
flir_20200823T162627.jpg,1080,1440,head,113,227,227,365
flir_20200823T162627.jpg,1080,1440,head,398,245,494,366
120.jpg,480,640,head,249,1,319,53
flir_20200826T103928.jpg,1080,1440,head,321,82,757,696
flir_20200814T165055.jpg,1080,1440,head,376,75,745,530
flir_20200823T164027.jpg,1080,1440,head,748,241,853,392
81.jpg,960,1280,head,337,256,614,646
156.jpg,480,640,head,218,241,268,309
flir_20200824T122200.jpg,480,640,head,167,80,291,252
flir_20200822T131727_152.jpg,480,640,head,161,57,225,134
flir_20200823T170614.jpg,1080,1440,head,760,218,891,360
flir_20200814T164951.jpg,1080,1440,head,110,294,263,459
flir_20200814T164951.jpg,1080,1440,head,666,222,803,381
74.jpg,960,1280,head,448,475,634,646
136.jpg,480,640,head,235,148,371,303
flir_20200822T132845_222.jpg,480,640,head,377,130,426,191
flir_20200813T191451.jpg,1080,1440,head,6,1,513,380
flir_20200824T124517.jpg,480,640,head,178,257,302,372
flir_20200823T170930.jpg,1080,1440,head,230,80,376,259
flir_20200823T161820.jpg,1080,1440,head,486,166,583,281
flir_20200814T165009.jpg,1080,1440,head,233,1,549,312
flir_20200826T104031.jpg,1080,1440,head,358,112,685,590
flir_20200822T131727_175.jpg,480,640,head,75,42,139,118
27.jpg,960,1280,head,288,298,436,492
flir_20200827T145253.jpg,480,640,head,167,124,262,247
109.jpg,1080,1440,head,330,112,628,487
flir_20200822T132032_285.jpg,480,640,head,219,75,274,151
135.jpg,480,640,head,264,255,322,326
flir_20200822T132845_242.jpg,480,640,head,316,137,362,194
flir_20200822T132845_242.jpg,480,640,head,448,163,480,214
flir_20200824T113941.jpg,480,640,head,64,102,243,321
flir_20200811T115101.jpg,1080,1440,head,548,218,674,377
flir_20200822T132845_342.jpg,480,640,head,301,246,365,320
flir_20200822T132845_342.jpg,480,640,head,367,295,416,344
flir_20200825T114620.jpg,480,640,head,121,157,170,216
flir_20200825T114620.jpg,480,640,head,239,193,273,228
flir_20200822T130504_272.jpg,480,640,head,207,1,282,73
19.jpg,960,1280,head,364,373,513,581
flir_20200824T124950.jpg,480,640,head,162,78,294,237
flir_20200823T162858.jpg,1080,1440,head,419,218,563,392
flir_20200817T200827.jpg,640,480,head,276,19,349,96
47.jpg,960,1280,head,179,287,575,665
98.jpg,960,1280,head,295,73,560,357
146.jpg,480,640,head,248,160,291,225
flir_20200824T124426.jpg,480,640,head,182,159,268,291
flir_20200823T170913.jpg,1080,1440,head,610,218,721,389
flir_20200823T170913.jpg,1080,1440,head,430,450,524,559
flir_20200824T154111.jpg,640,480,head,499,22,635,183
150.jpg,480,640,head,262,187,310,255
flir_20200826T104026.jpg,1080,1440,head,426,134,752,535
94.jpg,960,1280,head,305,260,498,530
flir_20200823T165057.jpg,1080,1440,head,423,245,556,422
159.jpg,480,640,head,152,219,197,262
130.jpg,480,640,head,86,164,134,222
flir_20200824T113946.jpg,480,640,head,59,185,225,377
14.jpg,960,1280,head,26,538,119,652
42.jpg,960,1280,head,428,296,626,515
flir_20200822T132845_813.jpg,480,640,head,362,221,433,304
flir_20200822T130044.jpg,1080,1440,head,330,105,471,254
flir_20200822T130044.jpg,1080,1440,head,586,247,654,321
flir_20200822T130044.jpg,1080,1440,head,875,223,992,338
flir_20200822T130044.jpg,1080,1440,head,986,215,1039,293
flir_20200826T104021.jpg,1080,1440,head,423,84,780,528
flir_20200814T180330.jpg,1080,1440,head,460,92,554,236
flir_20200822T132032_283.jpg,480,640,head,229,56,272,119
flir_20200814T171830.jpg,1080,1440,head,109,360,298,571
flir_20200823T164334.jpg,1080,1440,head,413,219,580,406
flir_20200817T201002.jpg,640,480,head,321,48,397,137
flir_20200823T161824.jpg,1080,1440,head,476,363,592,494
flir_20200823T161824.jpg,1080,1440,head,807,222,944,380
87.jpg,960,1280,head,291,411,451,583
flir_20200823T162124.jpg,1080,1440,head,12,181,129,315
flir_20200813T191600.jpg,1080,1440,head,298,142,826,716
57.jpg,960,1280,head,264,177,574,487
flir_20200822T131404_39.jpg,480,640,head,168,73,207,128
flir_20200822T131404_39.jpg,480,640,head,406,88,458,155
32.jpg,960,1280,head,467,465,618,634
114.jpg,1080,1440,head,445,578,670,838
flir_20200822T132032_404.jpg,480,640,head,1,51,69,133
flir_20200827T145009.jpg,480,640,head,188,121,286,250
flir_20200826T104052.jpg,1080,1440,head,405,56,658,401
39.jpg,960,1280,head,333,498,515,713
23.jpg,960,1280,head,424,356,549,526
flir_20200826T104219.jpg,1080,1440,head,216,318,669,822
flir_20200823T161651.jpg,1080,1440,head,736,81,842,239
flir_20200823T161651.jpg,1080,1440,head,889,160,1007,313
flir_20200826T103940.jpg,1080,1440,head,251,90,760,756
flir_20200822T125952.jpg,1080,1440,head,4,285,239,617
flir_20200822T125952.jpg,1080,1440,head,841,372,924,475
flir_20200822T125952.jpg,1080,1440,head,992,343,1080,467
flir_20200818T144421.jpg,480,640,head,130,200,181,243
154.jpg,480,640,head,44,206,114,290
flir_20200826T104048.jpg,1080,1440,head,423,84,667,378
flir_20200813T191541.jpg,1080,1440,head,300,337,500,630
145.jpg,480,640,head,357,171,421,246
33.jpg,960,1280,head,349,558,519,777
flir_20200822T132845_340.jpg,480,640,head,148,258,199,312
flir_20200822T132845_340.jpg,480,640,head,287,289,320,334
flir_20200827T144956.jpg,480,640,head,109,32,198,140
flir_20200822T131727_172.jpg,480,640,head,210,84,258,143
flir_20200822T131727_172.jpg,480,640,head,13,34,60,87
flir_20200826T103947.jpg,1080,1440,head,266,57,773,840
flir_20200822T130504_271.jpg,480,640,head,152,1,228,73
flir_20200827T181913.jpg,480,640,head,195,146,309,306
flir_20200826T104253.jpg,1080,1440,head,392,125,633,462
161.jpg,480,640,head,406,126,464,191
flir_20200814T165039.jpg,1080,1440,head,376,250,656,483
flir_20200822T131233_96.jpg,480,640,head,118,69,167,132
40.jpg,960,1280,head,1,344,168,576
104.jpg,960,1280,head,372,106,645,437
flir_20200825T115251.jpg,480,640,head,38,41,105,106
flir_20200822T131233_97.jpg,480,640,head,73,65,126,127
121.jpg,480,640,head,109,169,169,233
flir_20200814T180942.jpg,1080,1440,head,382,427,595,642
flir_20200813T191626.jpg,1080,1440,head,85,9,645,630
